Content,Science
"eel grass rock me in your sonatA=Tempo arms, shield my translucent body with your soft rabbiT=Avalanche, hide the twisted concrete upwell of each civiC=Galaxy from my bowling ball eyes just a    little while longer, let’s join a touareG=Caravan in the sahara you can be my piloT=Astro guide into the mysteries above while we escorT=Armada of pulsing moon jellies across stranded skies until they exhale a novA=Tracer to light our journey home teach me your cobalT=Axiom, your throat sung equation to wake the cobrA=Tempest that will hurl us back to that thundering mustanG=Century drenched in hoofbeats  and whipsheet manes, tails, lariaT=Allure (I can feel their hot breath on my gelatinous skin, lofting me atop a sequoiA=Titan) this sharp loss of altitude, I watch a luminA=Thunderbird archangel dim while  whisps of cloud (the spiriT=Avenger) escape from its pale nostrils… whose sickly plunge into this crownviC=Genesis moss trough is next? goshawk rock me in your omegA=Talon grip, shield my translucent body until the end ",1
"Some say the universe is expanding at 73.2 +/- 1.3 kilometers/second/Megaparsec,Some say it’s 67.6 +/- 0.3 kilometers/second/Megaparsec.From what I’ve tested of a Cepheid variable,I hold that 73.2 is infallible.But if I had to measure twice,I think I know enough of dark energy density,To know that 67.6 is niceAnd it is also my propensity,To say that would suffice. ",1
"So hungry now A babe within a babeOne to prosper, one to perishChildren fed with delicious destructionOne sleeps, another unfolds within Coiled tightly nowA loop within a loopShe needs no wings to flyConsumed within the void of her own shellA dark, damp destiny awaits Swim swiftly nowAn urge within an urgeThe glistening water beckonsExpanded skin screams for releaseAnd ends mark new beginnings ",1
,1
Insect in amberfrom eons of forestPaleozoic emberof firelight I can hold your carbon sunbeamand seize a millennium while I let go of the past Humble luminariawith a fragment of life diminutive time-travelersaving the past for later ,1
"There are rhythms in percussive soundFormed in songs and wondrous tunes,Constructive—Of which all our worlds abound.Then there’s noiseMoon-hauled,Destructive,Ocean bound,Cataclysmic noise. But fruitful rhythms accrue in Maxwell’s waves,Synchronous and bright,Short, medium and long,Travelling at the speed of light. Circadian rhythms sometimesKeep us awake at night—Heart rate exceeding sixty beats per minute—Those optic nerve pulsesAre behind my fretting REM:Then I awake with fright. Presently, the nightmare dies. I heard the agéd music of the spheresI heard the beating drums of distant starsReflected in the breathing of the skiesReleasing the rhythms of the heavensIn the beating hearts behind pulsars. ",1
"Cupping my ear you whisper secrets, our bodies combusting above the grassy knoll, its smell sweet and languorous  After the rain  After the long dry heat— You studied anatomy, particularly mine, phalanges stroking my liquid face, your scent more earthy than rain-dampened ground. Redolent, sweet   petrichor, scent of first rain after the drought,   born of oil, saffron-tinted isolate of silicate, mineral, rock.   Nature’s jubilant chemical reaction, our chemistry wild & dissonant, impossibly succulent, rarely sweet  After our long dry spell,   After your hot breath opened that golden folder of elements, rock, earth, rain. ",1
The diurnal rhythm of mammalian lifeGoverns far more than our sleep and our strifeProliferating cells wherein this process is scarceDaylight brings hope for essential repairs Darkness releases sweet melatonin(Do not confuse it for your skin melanin)Thwarting division of stems in the brainWhat happens next has ions to ‘blame’ The dancing of calcium ions withinGoverns much more than cell signallingMoving from the ER to the cytosol and backThe waves that ensue keep quiescence on track Just like the leaves fall with the seasonsAnd the tides shift to low as the pull weakensSo too do the motions of this neural taleAlbeit across a far shorter time scale ,1
"Deep redMachine pumperOxygen senderThud, thud. Vein supplierWaste removerCurrent makerSwoosh, swoosh. Life giverHead rulerMuscle squeezerLub, lub. Rhythm setterAging driverTime providerTick, tock. ",1
Sugar reserve  as seen in the dessert wine it is only a raisin snow.  The coast  interferes or poor signals fall.  The east lies to itself faraway minus forty degrees  means minus forty Fahrenheit and Celsius otherwise known as cold as a witch’s teat. Sincerely yours the witch thought that I would peak at forty years. The ancient shore ritual  in the sense respectful  that glitter can not keep itself to itself like trelliswork.  I want to outline fields of waves  for the duration northern summer is gleaming. I want to outline the kraken night  while observations of sun glitter are revealing  the coasts and narrow straits. A hollow within grit  a greater reserve as if it sells itself capillary gravity. I follow if a leaf falls  sinus is an indentation between petal lobes  in the medical sense a bend or recess  seen as lulworth and tunu sinuses. Come on it is only a platinum moon  see mercy from a hospital acquired infection. Often not  ferreting out the glitter  otherwise known as the sinus node fretting over waves in order to regulate the heartbeat  seldom the base means wonderful itself  gray and gravity we say  wrinkles  the ferry wife might be filming  the crista terminalis and the sulcus terminalis. ,1
"Daily I am haunted. Haunted by the carbon-laced corpses of shrubberies, reptiles, and sea anemonesFossilized over millions of years in tombs of coal, oil, and natural gas. Haunted by eon-old spirits from quintillions of organisms, exorcised daily to energize this nation. Energy fueling next-day deliveries to hoarders surrounded by things, and drowning in stuff. Energy fueling 4-hour Zooms/commutes, the only way to pay rent and make it to the next paycheck.Energy fueling cryptocurrencies to the moon; smoke stacks pumping out fat stacks of 0s and 1s. Energy fueling never-ending wars, to feed the gluttonous corporatocracy and our oily appetites.Energy fueling the media to demonize the left and/or right; good boy, chase the ball while it shines. Energy fueling drunken 3:00 AM tweets, posts, and texts; demeaning others and ourselves.Energy fueling suit and tie masturbations under the fluorescent glow of empty corporate buildings.Energy fueling gigaton methane farts, our noble sacrifice to carnivorous gods.Energy fueling hollowed-out American dreams, tasteless fodder for our billionaire queens and kings. These sooty succubae stalk my thoughts so that sleep is far, Ravaging our carbon-capturing guardians (trees, oceans, and soil) and prophesying things to come. I am haunted by voiceless screams of Rain and Arctic forests alike,Bark melting off as they burn at the stake. I am haunted by acidic oceans, bleached coral reefs, And ageless urchin armies devouring unseen sea kelp forests. I am haunted by bone-dry wetlands, barren grasslands, And thawing tundra bogs lit up like a pack of Virginia Slims. Babies desperate for clean air like emphysema patients huffing an empty oxygen tank. Billions of half-eaten Happy Meals, off-gassing in a landfill and demanding that I float too. Escalating sea levels and horrific hurricanes, washing away our spendy sand castles.Hell on Earth summers eviscerating crops and strangling water supplies.And hardier and hungrier viruses, ever-mutating and piling up the bodies. No one’s hands are clean, but grimy and eagerTo unleash legions of CO2 demons, to smudge up a century. ",1
"Ellen’s diagram is like a child’s quilt.I turn her checkerboard about,swap out strident Microsoft primaries for shades that hurt me less,and in handling the squares,in redrafting with attention,I accommodate their stories. These colours migratein meanings of movement,impressionism, baroque, punk, skiffle. Shifting cribs styled from one mind thereto another even more far-out, where they are, deep, divingsomewhere in exotic waters. The song-square game is playedwith cryptic southern ocean rules.Some tunes drawl a short season,just a few months' drift afloat.Others, caught and re-released,are replayed and passed Pacific, sounding out a cetacean wave,a year-long track of seaborne airtime. She’s charting trends of alien voices, just discovered whale spun folksong,sung to some purpose, as yet unknown.And sung untold, in all this time. ",1
from obscurity to incandescence in an elongated catwalk’s fiery lights following the wake of generations a dance of gravity through space through time as heat intensifies begin to swiften sublimate swing around the focus forced to follow in the wake of generations shaped as a puny fist to punch the wind diffuse the shocktraverse from darkness to illumination flaunt a filament of shining dustyield to tidal rip be flung fragmented by the aureole’s kisstowards obscurity from perihelion in the wake of generations on and on ,1
"Our fiery ringmaster Sol, rumbles and purrs. He erupts with flares and whips us all into place. Shell-shocked Mercury, cratered as the Somme,explodes in rage at being flung so near the sun. Like the hollow clang of a sunken ship’s bell, Venus tolls a knell with hammered-brass glare. Earth hums with activity. Dark buzz beneath placid blue. Her offspring has gone rogue, deaf to the hazard it wreaks. Mars is all wind and echo. He takes soundings, but cannot summon his waters back to life. Jupiter is a gong-bath, a tympany of Sturm und Drang, a swirl of gaseous rush, a frenzy of directions. Saturn hurls rings of sound to ice-shatter in interstellar space. He screams and screams for someone to hear. A stuck record, Uranus is caught in a loop of shush and sloosh; a supersonic wind rush. Slumbering Neptune breathes slow and deep, slipsbetween alpha and delta, but keeps his dreams to himself. From the furthest edge, Pluto sends a pure carillon of peals, defeats size and distance to make his presence felt. ",1
"As above, so belowThe circadian rhythm flowsAll organisms bow To the ruleThe universe bestows ",1
"I shroud the cytoplasmic.Membranes are worth protecting. Peptidoglycans grow myspinal column; they cross-link. A rigid reticulation dear to an absent heart. There are meshes everywhere.They make life interesting.My viability restson transpeptidase; it works The cross-linking with fake needles and instant jurisdiction. Penicillin is my nemesis, like reverse satin.It enters my habitat,binding to transpeptidase.Such a bold beta-lactam!It shocks me, I’m answerless. My mesh is inhibited.I wither on vines that burn.I’m thrashing around now, touching nothing….ex-reprobate. ",1
"Still they try to find it,the secret of eternal youth,searching out lotions and restorersfor the men with their toupees,and the creams and fillersfor the women's made-up masks. When that fails the nip and tuckers, the stretchers and smoothersare ready to apply their trades. Like the alchemists of old searchingfor the secret of turning base metal to goldand the source of the fountain of youth,the new commercial al-chemistsare searching for the potions,that will transformthe heavy leaden flesh of ageback to the bloom of its youth. They know we’re also searching,searching,searching,endlessly searchingmagic and science,as we get olderand older still. For the fountain of youth remains elusive,but not all the alchemists are dead. ",1
"Edging our shoresout of sight of the bathers. Eight million metric tonsof plastic and marine wasteform a river floating in the sea. Greenhouse gases float into the atmospherecarbon dioxide, methane, nitrous oxidefossil fuel, human and volcanic aerosols. Global factreduced to hot air. ",1
"It’s five years since the last deliveryof nuclear fuel, essential metalswe can’t mine, dark chocolate barsreminding us of home. The data came to us in hologramsacross an airless sea, tellingof the latest viral curse, of infertilityand chaos, martial law. We’re on our own.It’s three years since the last goodbye,the vaccine failures, messages of lovethen suddenly – no reason – silence. We cultivate our gardens, ration air,grow seed potatoes, culture meat,pray the projector doesn’t failwhile cheering The Martian’s safe return. Last month we climbed Olympus Monsbut dream of Earthrise, egg on toast,before another mess of spuds.We miss the chocolate most. ",1
"Shame the only audible piece of his sexual history, He mouthed “gay” in an empty room. Broken heart yielding a broken rule: The first word of my reply was “we."" ",1
"like time,ice moved mewithout asking for my destination. like always, i went along,hoping for something solid. i got what i asked for—somehow— now forever surrounded by sediment, cementing my positionas i drown. stone embedded in stone. if i had fallen onto landi would be called erratic—now i'm just an error in the timeline, an intruder slicing through eonslike a meteorite through thick air. in me, the seabed felt the weight of the future. i only felt fooled. ",1
"East gets less each year. The curse of stupidity, like Cnut forbidding high tide. We protect vital assets and leave softer land southto its fate in the grey North Sea. East Riding — it marks final landfallbefore the Greenwich meridian touches The North Pole. Long-shore drift erodes Easington, Kilnsea, ground to sediment deposited at Spurn. Earth is scooped away by the Holderness Ord,a wyrm of water uncoiling, twisting, making land sea again. Zero is imagined — a construct for longitude.In one hundred years nothing will lie east of here and our house, twelve miles from the coast, will become littoral. ",1
"never could an egg –but would a chicken, stake aclaim to first place? Man reduced origin-ality to – chicken – a mathematical¿(um)certainty? ¿Qué? Quoi?Wie bitte? I (never) ever waswolfsähnlich, commanding, or scientifically outstanding (chicken);perfectly proper processessurrendering control totwo too humanhands. Still feeltheir nervesknow morethan anyprimatethought. ",1
"Starting to come apart. First metatarsal, a creaky knee, low back, this sinistral shoulder. One too many falls to earth. ",1
"Have you stared at the empty blue,on your back, in a field cradled by dirt and earthworms, cushioned by grass, at the richness and depth and clarity of this entity pouring in through your eyes,filling you up. Have you looked so longthat floaties begin to dancein a halo around your face? An iridescent bubble swirling, obscuring that abundance that moments before seemed to be all you’d ever need to see. Suddenly, it’soverlaid by lines and dots and loops and filaments that shift and slide as you stare, as if you areswimming through a viscous fluid.Their movement, a scrimseparating you from the world. Have you watched the sky intently,instead of dreading whatever you’re dreading?Have you accepted that you will fail?That you are certainly pathetic, ridiculous, fragile, and riddled with folly, like every other living thing,except, maybe the dignified grass.Although grass too, is manicured and shorn and poisoned and downtrodden. And persistent. ",1
"My God, is this the end, where all is lost,Where all I strived for, all I ever wroteIs trampled to the ground? I could not thinkI would be like this, but when Schaffgotsch came,I shrank in the cathedral at his wordsAs he in sheepskin gloves could only lookMe over with disdain. My dirty handsHe took, and turning said, “Beware of himWho turns from God, while deigning to insteadIn glassy temples seek the fading blooms,And stains new paper fit for hymns with talesAnd sketches crude of what he there observes.He pries the widened leaves apart, and twistsThem with the pages of the Word to makeFalse laurels for his own. Hands smeared with dirt,He gains the earth, but loses his own self.”Then at the Gottesdienst he looked at meOne final time, and said, “Heed thus, Mendel,Make no path for yourself but of this verse:Dein Wille geschehe.¹” Dein Wille geschehe! I had known those words,New-painted on a slate within the roomWhere I’d been left behind, for I could doNaught in my childhood sickness. So I lay,And finding meager comfort from the fire, I fixed my eyes upon the little tile, Till sleep would come at last. The words remained, Etched in a cross about my neck, that I Would turn within my hands, alone insideThe room where strict examiners once askedMe questions that the answers never followed.And in the colours of cathedral glass,Where Augustine was crafted as he saidTo mark these words, for all that ever wasBut points to Him. My God, if, as they say, it is Your willThat I must cast away my work, then IShould think to blot my tables, shut these notes,And bury them beneath the painted scrolls.I should think all these things-- and yet within,I know I cannot pry my mind awayFrom all the quietness of rustling flowersThe garden Pisum had in early spring.They brimmed against the air as they would swellTowards the greenhouse arch, and I would sitAnd brush fine pollen grains from gentle bloomsLike strokes on paper. My God who loves the flowers of the field,Who clothes them in deep purple and in white,Is it such sin to know the way You madeThe beauty of their habits, which they shareWith all their children? I remember whenI traced the very nature of their hue,The very path it took as it was drawnFrom old to young. And that relief I feltTo realize that though I only sawOne predecessor’s mark, the other oneHad not been lost, but still was carried down,And lay within; that comfort to have knownThat none were meant to have been left behind.I once recall a service where I satStill as a child --where I first heard the verse--And there I heard the preacher talk at lengthOf birds, and how not one was left, or layOutside their Father’s care. O Augustine,Who said that all things do but point to God,Do all these notes and tables then but placeA light towards the love they call divine,Where all small things are e’er attended to,And, by Your will, none should be left behind? If such things should be worthy, Lord, then IShall keep these notes, as science and as praise.And if the message may not come to lightWithin this time, then may You keep it asA flower’s hue. For if it is not seenBy those who pass among this generation,Then may it lie there covered, but not cast,And there remain. For there may be a time,Where it is met (as flower-colours’ marksMeet one alike when carried down its path),With some like mind; and it resurfaces,Full and resplendent blooming to the sun. ¹Translates to “Thy will be done.” These words were printed on a tile in the living room of Mendel’s childhood home. ",1
"I’m so done with people calling us dreamers because of everything we have done right. We are facing so many issues:cutting down treesand emissionsor both? We are eating animal parts while filling newspapers with blank faces-anonymous, but always the same. Our waste is made of rivers;desert is not the Sahara anymore, it is inside our veins. There is a dry hot breeze in our throats, but it is disappearing slowly:and science cannot cope with our disaster. One day, dreaming about the right thing will be so humiliating that they won’t call us dreamers,They will look for new ways to torture us. One day closing our eyes will be illegal,there will be nowhere else to go. Even with our eyes closed. We will look as a new Christ,trying to move forward from our splintered wooden cross. The blood will not fall from a crown of thorns.as they show off this prize. Dreaming will break through our hands as golden screws. Something invisible will be poured, and who will be left to witness. ",1
"The cheek of it was the crown,fitted last year after extensive root work;all hair-fine drills and clearingevery root. It came off two weeks into lockdown,four months later I’m in the chair,different dentist, different nurse, different x-ray –they scuttle in and out. Signs of decay in the jaw – could be nasty.She numbs me up and levers out the tooth,warns me of bleeding, A&E,a ‘dry socket’. None of this happens, though. Stiffnessof the jaw and an unexpected sore throatis all. Nothing a strong, salt mouthwashcan’t swill away. My worry is the major loss of wisdom.A week on, it has become obvious5G conveys COVID, the world is a frisbee,my head is full of lizard brains. ",1
"A mere month they lived above soilas the social versions of their formerselves: compact houses composed of green television screens and wood laminate floors. Imagine afterpupating, a thoughtless orgy leaving only a lace-like skeleton of veins.Who wouldn’t risk rubber gloves and drowning in suds after living like monks swaddled in calf vellum, a sole unprotected bulb careful to infringeupon larval instars one, two, and three. ",1
"This yellow, pear-like, knobby fruit is served in wedding cakes in Crete. Its pale flesh blushes red when baked, the color of fertility. Crossbred for size & sweetness, today’s crop succumbs to heat, new strains of pests. Blessed are the barren who will never feel birth’s pain, Medea’s chorus sings. ",1
"dragging his Henry vacuum cleaner	up the stairs he doesn’t wear a mask i continue supporting my dyslexic daughter in a virtual classroom Genome	 Organelle 	OncogeneGolgi 	Apparatus 	Ribosome 	Mapping the teacher has two dogs	 both asleep on the sofa i wonder what they’re called? Nucleus		 Cytoplasm	 MembraneMitochondria	 Cell Wall	Chloroplasts	Vacuole i ask my daughter, she doesn’t know John shouts downstairs		 the boiler is leakinghe shows me a pool of water i go back to helping my daughter read her words		she does not understand i think about John going house to house with his Henry vacuum cleaner not wearing a mask leaving his cells behind like a crime scene ",1
"A quiet room of computersblinks inquisitively,hums faithfully.I type the last line of codefor this machine learning algorithm,eager to detect new patterns. My technological familyof earthquake chasers istrained to distinguish earthquakes from explosionsand the rumble of fuel tankers down the highway. I feed them seismograms,spaghetti trails that represent ground motion through time,up and down, north and south, east and west. The faithful processors offer their best solutions,but their supervised learningencountered only California earthquakes,and now we’re chasing earthquakes in southern Mexico. Different tectonic landscapestremble with diverse tonesand despite all our learning,we are vulnerable to the inductive biasesof our assumptions,machines and scientists alike. ",1
"A V once asked me to invest; invest in his product,A product that was never his, but a result of his investment.I was asked to pay some amount, and continue the chain of sale - “Your money will double. Trust me, it’ll be a smooth sail...” It seems so farcical, doesn’t it?Doubling something in a short period!How would anything multiply integrally, and last? It’s unnatural, it’s a bluff.Irrespective of V’s denial, I stood forMy beliefs and theorems, and I’m glad I did.I’m glad I said “No”... Why should anything be too good to be true?While Truth is a paradox in itself,And Good is a subjective apparition of our mind...The instincts in us yearn to spot the predatorUnder an apparent camouflage!An angel in disguise camouflages.A Samaritan in participation camouflages.A scapegoat on the run camouflages.A prey, as we label ourselves, always suspect the perfection - Only because, we are adapted to imperfections!Someone offers me an opportunityTo double the money I have, and I feel it’s unnatural! Well, hello, I ecologist!What I know and know not of natural and unnatural? For my know is confined to my and mine’s experiences. A single cell doubles itself, and henceforth,To form a billion celled creature: I.It is that I which calls doubling Unnatural, While I cultivate food, eat, and grow.The knowledge I have, none, negotiates with The numerous Idiosyncrasies of Nature, Negating notions of some Natural ones,By calling them Unnatural!The belief I have over my knowParalyzes me from knowing more;Blinds me from detecting a genuineFraud Scheme. V’s business turned fraudulent, as the law declared - “Doubling the money is unnatural.”Well, Hello, you ecologist! ",1
Lightbulbs scintillate and alembics distill crystalsin a vat of wine into diamond nanoclusters. Left-handed sugar molecules with no sweetnessconfuse the forensics of the nervous system. We plug our shoulder blades into the earthand wake to familiar patterns in wretched dustsifted from the debris of our twisted DNA. ,1
"Doctors stand on either side,aim knives towards my face,hold the eyelids back,scoop out what they see as waste, throw it in a bowl. Free of pain and now the weight of sight,I sense strange insects on their breath,the crick and crack uneven.They skim dull instruments across my mouth, point down to my neck,stamp across my chest,plunge deep insideto break protective bones,gouge out veins. I hope it means they will not touch my breasts again, flopped hollow,but a hand delves in to pluck my heart – once redpulsating, full. The doctors sound confused to say it is a normal size.Bend closer to their work,keen to slit my gut,knives clashing at the gentle mound. They rip that softness out,hold it to the light,perplexed again to say my sex is Just the same as someone white.The search begins to find this voice. ",1
"East of the Urals, Vulpes vulpes,  silver fox, is the subject of study.Our long experiment is not novel, we simply repeat a Stone Age project with clipboards and charts.Since Khrushchev gave the nod, we’ve tamed time. Daily rounds start at the musky  end of camp. The wildest foxes snarl,back away, heckled, they snap at my padded chain-mail jacket. An offered hand a potential weapon,  a threat; fear shrinks their cage.A bribe of beloved dried reindeer, not taken. They know we are the tricksters. We scientists  who drive the reaction are its catalyst;we watch and are watched by vulpine eyes. Finally, at the other end of camp, metal pens  rattle, the ‘Elites’ jump, bare bellies,whimper, beg for human contact. Vixen ɸOX326, with her lush piebald coat,  is my secret favourite: her curled brush wags,she clambers with a desperate, infantile need for me. Over time, callipers measured shrinking skulls, modern assays detected hormonal shifts;development arrested at puppyhood. We plan their breeding, each generation amplifying two views of Homo sapiens:We are devoted carers. We are apex predators. Ambivalent foxes, neither aggressive nor friendly,  are released from the study.Their unnaturally selected pelts are sold for fur. ",1
"Do you know the gravity of your state?Your identity means you’re not benign,So you null facts that would irritate you,Mention just what underlies the designOf modernity’s sleek electronic poise:As unacknowledged and insidiousAs unpredictable, destructive noise.Noise, you repeat, is most invidious.In any form, imbalances inducePotential barriers that can restrict.Cross a critical value and reduceA system to a default to evict.Extend the likeness; old power will say:“We must preserve the bases of today.” ",1
"The molecular machinery of living organismsProduce polymers that function incredibly.DNA to Protein through intermediate RNA,Their extraordinary fidelity, precise molecular sequences. This unique machine is a product of natureThat is instilled within a living organismI am surprised! It challenges millions of years of biological evolutionThrough knowhow, advancements and industrial evolution.The technology is influencing, but yet to defeat or replicateThe precise sequence control of nature.To engineer synthetic polymers that typify functions,Protect nature and connect back to a cycle.My thoughts are biased towards natureIts inherent features, character and qualities:Natural polymers, plants, animals, and landscapes collectively.We can’t escape a cycle derived from nature.Nevertheless,Man-made polymers are everywhere, in seas, on landThey pile up and build waste mountainsBecause of technology and its potential influence.Human experiences and sentiments are altered,Changing the way people interact with the world.We are part of a natural cycle, Like raindrops on the grass in the morning, Which disappear instantly when the sun shines or in the breeze.Unpredictable how long it will last, but that’s the reality,Assimilate with nature which cannot be altered by technologyNew lives begin, flourish with new hopeSo, the cycle begins,Slow your actions and behold nature’s reactionsAnd unprecedented impact of our biased actions. ",1
"My cookery bookstill too hot to hold,my papers in a lead box. I gave you the wordfor the real but unseen,penetrating the body; irradiating mine fromthe test tubes in my pocket,the glow in my desk drawer. Never mere to myself,but for them - that woman, irreligious, too clever by half, and much too Polish;until dead with poisoned blood, when they made me an icon.But give me my full name:Maria Skłodowska Curie. ",1
"Like an actor before stage left,the butterflies begin.As those final words are divulged,the world’s complexity has been scripted. In the conservatoire of objective knowledge,this is us, silently honing our art backstage.Science is human endeavour: all our brilliance, all our bias.Which tale to tell: the one for glamour and accolades,or the lesser spectacle, buttressing the weight of knowledge?A first claim, or an advance?We assume, we model,thus begins the subjective-objective relationship, whereall truths are relative, all claims are fallible.The rehearsal continues, the script now has a form.Once the script proves its hypotheses,the thrill of discovery compels one to share.The abstract whets the appetite, the figures light the stage.Aren’t we not just storytellers, but artists too?Each persona hides from the other,reluctant to reveal, unwilling to admit.But we pretend this is serious business,whose pursuit leaves no time for such frivolities. ",1
"They say science is strange. Yes it is! But in an age abounding with machines and scarecrows More than strangeness it deserves. They, searching for science, graduate students, Like soldiers of old wars, Face more depression, more anxiety Than other people, by and large. And among them, women Who fight on in the front, Face more depression, more anxiety Than other science men at war. And above all Are transgendered warriors Facing more depression, more anxiety Than other sci-comrades in arms. They say science is strange. Yes it is! But dark clouds above the battlefield Bring more than strangeness. The soldiers of higher ranks, Anxious, depressed, in the shadowy war Cry for help bitterly from caverns deep inside. Science is strange. Yes, indeed! But light is surely needed To help sci-soldiers advance. ",1
"What lives in a name?Quantum strings I yearn to twist...Hungry minds covet, weave. ",1
"When I open my eyesto a wintry morning, the light filteringthrough my curtainsis white but it's the silence I notice first, the unnatural stillness as all normal sounds of urban life are muffled. I used to assume this was my imagination, but recently discoveredthat acoustic science offers a triple explanation. Apparently, snowflakes fill up all the spaces where noises would have squeezed between, which means sound can't pass through. Air nearer to the ground is warmer, so sound wavescurve up towards the coldbefore evaporatinginto silent space. And finally when snowfallsettles on the ground,the thick white winterblanket effectivelyabsorbs all sound. ",1
"Yes, humans are viruses, not just stylisticallyLiteral viruses hide in our genes, nearlyOne part in ten of the code to make meIs a self-replicating nanomachineThat was crystallised when it hitched a rideAnd decided to stay more than half-aliveYet I'm doing fine. Over time viruses realisedThat destroying their host will soon leave them exposed,So it's better to be just annoying at most.If it’s really comfy, the virus gets homelyIts genes become yours, only clone themselves slowly. If you remember one thing from todayYou can thank viral genes rearranging your brainAs your nerve-endings keep sendingViral code packets wrapped in viral coatsTo tell the right cells that it’s worth staying closeTo make memories. And as mammals,We should give thanks to the virus that birthed us;The genes our mums’ wombs used to know how to nurture,How tenderly they should be treating placentasAnd feeding the foetus, like cute influenza. And most of earth’s viruses just kill bacteriaSafely slide off our cell membrane’s exterior,So to develop a microbe deterrentOur bodies make mucus especially gloopousAnd sticky so viruses hold on inside of usReady to kill any germs that collide with us(Note: please don’t use your snot as an antibac gel,Yes it technically is, but that won’t end well)The real point that I’m here expressing isMost of the viruses in my skin are blessings. We are all part virus. But what does that mean?What kind of virus do you want to be? ",1
"The dismal scientist taps a test tube,turns his half-formed theorem over,empties the bugger.Externalities, oozing out, are brushed under. He places it back,pictures it filled – a man is born,the dismal scientist has found his Truth. The man cuts a cigar on a supply-demand curve,he inhales, he balloons,he bulges.Curved glass cracks, shatters at this dismal fact;the test tube man tumbles freeto sweep aside the glass with a dreary smile – a perfect theory, a perfect fact, vision fashioned as reality. ",1
"Every map is a lie.How do you project a spherical earthonto flat parchmentand yet capture its exact girth? Every map is biasedit charts what the mapmaker decides.Fascinating as the details rendered are,always question what the map hides. Every map is a puzzlewhere data and design interplay;an expert mapmaker can weave storiesfrom it, a novice can lead you astray. Every map is a work of art.Hone your patience and skills,capture whole worlds,via lines, shapes, and squiggles. Learn well the language of maps,the symbols, the grids, the scale.Beyond the bias and propaganda,There often is an interesting tale. ",1
"Today, confidence is obsolete. We document [art/graphs/life]* based on deaths. We seek truth through counting, breath, and numbers. We are at the crossroads of the light, alert, awaiting data. If you find it futile and don't want to waste your time on a measurement that means nothing, remember that our projections fall on fertile ground. We have a right to prospect for answers, because we have no power.We are ghosts [drunk/weary/living]* on energy.We wear a crown, as abundant as a virus. Our striving for knowledge is a work of [art/calculation/hope]* which seems to lead to [art/nowhere/home]*. [Art/Description/Addition]* is a possible [concept/reality/feeling]*.As it approaches it is [exalted/dreaded/ignored]*.Indefinable and advancing. [Art/Enumeration/Reckoning]* comes to life through the medium, as ecstatic as the [artist/counter/hedonist]*. Such [art/forecasting/ecstasy]* is endless. The line stands for freedom. Belief changes its meaning when we believe it. Every [artist/statistician/hero]* must be allowed to mould their picture. In order to make a better [art/graph/death]* the [artists/guilty/corpses]* pile up and produce the total. † In 1996 Michael Betancourt extracted ",1
"When a tree keels over in a clearingdeeper in the forest than you haveever been but there are no ears to hear, the thud when bough hits grounddoes not come into existence,then sound waves will not beat on ear drums but go their own wayin silence. No birds squawk or singas the Earth trembles.Pieces of bark and moss flake off,stones scatter and a flower diesunder the weight that comes down. ",1
"This feeling, fine-spun, cryptic, ill-defined.Disquieted unknowing fills their silence, dull depths unmined.Yet scientist and poet in strange alliancewelcome this unease with unvoiced violence -long for sudden certainties through wilderness,to love both law and lore with tenderness. When do ideas in sudden clouds arise, condense, suffuse into those steadfast rains that all thoughts baptise?When watching spinning clothes in laundromat, or listening to Ella’s urbane scat.When papering a wall, or kneading dough, or hearing spoken rhythms in Guangzhou. Out of such windblown puzzles one man knewthat moon and apples act in sympathy.One finds anewin spots of time a serendipity,the poet’s footfall of epiphany.They sense no more disjoint exchangesbut sudden kinship of once distant strangers. Though while such worlds I would not disenchant,is it by thinking on it all the time -and not by scant -that paradigm and poem both find rhyme?They mistime not nor perpetrate a crimewho in yet mining wish for sense not fracked,or seek for each a place that may be mapped. ",1
"Waxcaps glow on the hilltop like corals erupted from underground scented with honey and unguent. They cluster in a troupewith attitude and, in tutusof scarlet, amber, parrot or pink, bloom in left-alone meadows of sweet vernal and fescue,of moss, pignut and wild chives. Their anatomy is a seam   of hyphae and mycelia  corded with soil particles to nourish their fruits with enzymes, elements and lipids flowing from the centre. It lies deep in the weave of the landbinding it with subterraneanstitches of shiro tendrils spreading along the bias,as they busily digest and become their own ancestors. ",1
"Arctic breezes blow through this May,even on a sunny day, as pipe-smoke clouds floatin blue sky and songbirds illuminate the Spring. Cold winds bleat, ominous,telling us, Not safe to relax.Human activity forced to slow, Earth takes a pause now.A prolonged in-breath, where we can noticebirds abundant and close-by. Cityscapes emergingthrough lessened haze. Wild goats encroachingon manicured hedges, having fun. In this suspended time, let us considerwhat’s been done.We un-stranded a sustaining weave.Unraveled braids, one by one.Flying threads now whip, wildat the mercy of avenging winds. How to breathe out again; take hold,bind back parts entwined strong?With lighter touch; inclusive, branching,like mycelia, creating connections, we couldbe integrated with Earth’s fabric. In partnership,we could be celebratory beads, sewn into a cosmos,twinkling. ",1
